chats,1,2,3,4,5
nahhh,0,0,1,0,0
i am jumping out the window,0,0,1,0,0
one time my sisters door opened and i was home alone,0,0,1,0,0
joe did you survive,0,0,1,0,0
nahhh,0,0,1,0,0
i went to disneyland for my vacation,0,0,1,0,0
its probably a mouse lul,0,0,0,1,0
no,0,0,0,1,0
what the actual fuck,0,0,0,1,0
nahhhh,0,0,0,1,0
brooo,0,0,0,1,0
aw nawwwwww,0,0,0,1,0
i thought its am,0,0,0,1,0
what yhe aftual fuck,0,0,0,1,0
a,0,0,0,1,0
crying and sobbing under the covers,0,0,0,1,0
catjam catjam catjam catjam catjam catjam catjam catjam catjam joe how,0,0,0,0,1
were you high,0,0,0,0,1
nah lul lul,0,0,0,0,1
joe its am,0,0,0,0,1
hell no,0,0,0,0,1
nahh,0,0,0,0,1
wtfffff,0,0,0,0,1
im fighting the ghost if that happened to jme,0,0,0,0,1
i wouldve shit myself,0,0,0,0,1
hellll nahhh,0,0,0,0,1
scare catjam catjam catjam catjam catjam catjam catjam,0,0,0,0,1
nahhhhh,0,0,0,0,1
naaah,0,0,0,0,1
what the fck,0,0,0,0,1
hell nah,0,0,0,0,1
your trippin balls,0,0,0,0,1
what place were you in,0,0,0,0,1
l ghost,0,0,0,0,1
nahhhhh,0,0,0,0,1
hi,0,0,0,0,1
yep thats a mouse lul,0,0,0,1,0
yeah no thanks,0,0,0,1,0
joe were you high or something,0,0,0,1,0
oh it was prob just inch then,0,0,0,1,0
lolol,0,0,0,1,0
ghost kid joebartmonka,0,0,0,1,0
hell nooo,0,0,0,1,0
hell no,0,0,0,1,0
nahhhhh,0,0,0,1,0
thats sacrry af,0,0,0,1,0
lul lul lul,0,0,0,1,0
was it in your room,0,0,0,1,0
then you hear so you see,0,0,0,1,0
its a rat,0,0,0,1,0
nah i would shit myself,0,0,0,1,0
way to go joe,0,0,0,1,0
jow,0,0,0,1,0
i refuse to believe any of this until it happens to me,0,0,0,1,0
she heard it too,0,0,0,1,0
bro,0,0,0,1,0
catjam catjam catjam catjam catjam catjam catjam,0,0,0,0,1
lol,0,0,0,0,1
its johnny,0,0,0,0,1
fuck that shit,0,0,0,0,1
how are you doing on one piece,0,0,0,0,1
whip out the bat,0,0,0,0,1
phasmaphobia,0,0,0,0,1
i wouldve pulled a birdbox and jumped out that window,0,0,0,0,1
its walt disney or the sniffer himself,0,0,0,0,1
nahh,0,0,0,0,1
joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
grdcrvrvrgrv,0,0,1,0,0
lmaoo nah,0,0,1,0,0
dawg its a raccoon,0,0,1,0,0
joebartclown joebartclown joebartclown joebartclown,0,0,1,0,0
oh hell nahh,0,0,1,0,0
nahhhhhhhh,0,0,1,0,0
id be running tf out,0,0,1,0,0
no way,0,0,1,0,0
nah bro thats fucked,0,0,1,0,0
catjam catjam catjam,0,0,0,0,1
holy shit this is like a campfire story,0,0,0,0,1
nah,0,0,0,0,1
nah fuck that,0,0,0,0,1
animal,0,0,0,0,1
no,0,0,0,0,1
joe telling a good story,0,0,0,0,1
holy fuck dude,0,0,0,0,1
dude i wa,0,0,0,0,1
bro,0,0,0,0,1
lul,0,0,0,1,0
broooo,0,0,0,1,0
what,0,0,0,1,0
is this gonna be a yt vid,0,0,0,1,0
joe its because ur mind was partly in the dream state,0,0,0,1,0
wait what was it i was showering,0,0,0,1,0
nooooooooooooo,0,0,0,1,0
im leavin,0,0,0,1,0
wtf,0,0,0,1,0
joe,0,0,0,1,0
catjam catjam catjam catjam catjam catjam catjam catjam,0,0,0,0,1
i wouldve ran,0,0,0,0,1
nahhhhhhhhhhhh,0,0,0,0,1
damn,0,0,0,0,1
i wouyld be scared shitless,0,0,0,0,1
did u leave,0,0,0,0,1
na,0,0,0,0,1
it was a rackoon,0,0,0,0,1
wsg,0,0,0,0,1
hell nah,0,0,0,0,1
bruh imagine its a dream lul lul lul,0,0,0,1,0
casper,0,0,0,1,0
that is not friendly lmao,0,0,0,1,0
bro id deadass border up the door,0,0,0,1,0
ohh hell nahhhhh,0,0,0,1,0
can someone gift me a sub,0,0,0,1,0
joebartmonka joebartmonka joebartmonka joebartmonka joebartmonka,0,0,0,1,0
rain,0,0,0,1,0
hi youtube also hi youtube,0,0,0,1,0
nahhhhhhhhhhhhhhh,0,0,0,1,0
lul lul,0,0,0,1,0
joe gets possessed,0,0,0,1,0
lol,0,0,0,1,0
wwww ghost,0,0,0,1,0
lmaoo,0,0,0,1,0
thats fucking scary,0,0,0,1,0
lmao,0,0,0,1,0
lmao,0,0,0,1,0
no big deal,0,0,0,1,0
lol,0,0,0,1,0
catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam,0,0,0,0,1
ohh,0,0,0,0,1
bros doing best mates,0,0,0,0,1
nahhh somebody was getting it on in the room next to them,0,0,0,0,1
what happened so far,0,0,0,0,1
bits badge tier notification woooo,0,0,0,0,1
that za za was hitting diff lul,0,0,0,0,1
its a ghost,0,0,0,0,1
he was teaching u to get sturdy,0,0,0,0,1
weirder than the crosses,0,0,0,0,1
lul lul,0,0,0,1,0
joebarthuh joebarthuh joebarthuh joebarthuh joebarthuh joebarthuh joebarthuh joebarthuh joebarthuh joebarthuh joebarthuh,0,0,0,1,0
oh no ghost,0,0,0,1,0
𝕙𝕖𝕝𝕝𝕠,0,0,0,1,0
jesus christ joe good thing youre ok,0,0,0,1,0
povthe fat man of youre appartment above you gets a late night snack,0,0,0,1,0
lol,0,0,0,1,0
lmfao,0,0,0,1,0
dam,0,0,0,1,0
xqcsus xqcsus xqcsus,0,0,0,1,0
lul,0,0,0,1,0
i hate the ice,0,0,0,1,0
docudramas,0,0,0,1,0
yoooo,0,0,0,1,0
mabey it was the wind,0,0,0,1,0
pause,0,0,0,1,0
yeah,0,0,0,1,0
you write the off,0,0,0,1,0
needed a luigi board,0,0,0,1,0
earthquake,0,0,0,1,0
joe about to type a yelp review lul,0,0,0,1,0
bro,0,0,0,1,0
lol,0,0,0,1,0
frrrr,0,0,0,1,0
where were you,0,0,0,1,0
the lights will flicker on and off,0,0,0,1,0
the year old skier put a hex on you,0,0,0,1,0
u start seeing shit,0,0,0,1,0
wht we talkin abt,0,0,0,1,0
fr,0,0,0,1,0
joebartwebelieve,0,0,1,0,0
sabaping,0,0,1,0,0
why am i getting chills,0,0,1,0,0
joe behind you,0,0,1,0,0
dont investigate thats how they die,0,0,1,0,0
i wouldve dipped,0,0,1,0,0
joe its pm for the country im in right now this is scaring me im home alone,0,0,1,0,0
dude i would leave so fast,0,0,1,0,0
i would facking die,0,0,1,0,0
bro,0,0,1,0,0
lul lul lul,0,0,0,1,0
nooo,0,0,0,1,0
aint no way,0,0,0,1,0
aint no way,0,0,0,1,0
lmao,0,0,0,1,0
shutter,0,0,0,1,0
samsung ahh quality,0,0,0,1,0
heck nah why would you wanna see it,0,0,0,1,0
nahhhhhhhhhh,0,0,0,1,0
it was the kid,0,0,0,1,0
lul lul lul lul lul lul lul lul lul lul,0,0,0,1,0
wtfff,0,0,0,1,0
spirits dont like being recorded,0,0,0,1,0
thats crazy,0,0,0,1,0
you scared it away,0,0,0,1,0
nahh,0,0,0,1,0
it poofed away,0,0,0,1,0
i will never mess with no ghost,0,0,0,1,0
bros ghost is shy,0,0,0,1,0
aw hes just shy,0,0,0,1,0
lul lul lul lul lul lul lul lul komodohype komodohype,0,0,0,1,0
this is getting hard to believe,0,0,0,1,0
hes shy,0,0,0,1,0
yikes bro,0,0,0,1,0
wtf,0,0,0,1,0
nahhhhhhhh,0,0,0,1,0
nah bro that is scary as fuck,0,0,0,1,0
gotta get consent first,0,0,0,1,0
duuuuuuuuudddddeeee,0,0,0,1,0
wtffff,0,0,0,1,0
joebartlongneck,0,1,0,0,0
it is,0,1,0,0,0
lmao,0,1,0,0,0
l joe,0,1,0,0,0
it was me joe i was in the house,0,1,0,0,0
my name is yoshikage kira i am years old live in morioh i got a special power called deadly queen my biggest enemy is josuke and jotaro joestar,0,1,0,0,0
can you play multiverses,0,1,0,0,0
jebasted jebasted jebasted jebasted,0,1,0,0,0
percent a ghost,0,1,0,0,0
l joe for that hahaha,0,1,0,0,0
lul lul lul lul lul lul,0,0,0,1,0
a ghost,0,0,0,1,0
w joe,0,0,0,1,0
ayoooooooo,0,0,0,1,0
jow the ghost just wanted to be your friend,0,0,0,1,0
ghost getting freaky in the bed,0,0,0,1,0
fuck,0,0,0,1,0
lmao,0,0,0,1,0
ghost of new years past,0,0,0,1,0
joebartpepehands joebartpepehands joebartpepehands joebartpepehands joebartpepehands joebartpepehands joebartpepehands joebartmald,0,0,0,1,0
kappa mrdestructoid dansgame pjsalt kreygasm frankerz biblethump residentsleeper head hotpokket anele brokeback jebaited datsheffy votenay voteyea opieop cmonbruh ohmydog minglee seemsgood coolcat heyguys babyrage coolstorybob lul,0,0,0,1,0
you let it iut,0,0,0,1,0
you released the ghost joe,0,0,0,1,0
hh holmes murder castle airbnb,0,0,0,1,0
yeah,0,0,0,1,0
i would shit myself,0,0,0,1,0
why would you touch itttt,0,0,0,1,0
oh hell nooooo,0,0,0,1,0
mmmmmmm,0,0,0,1,0
you let it out,0,0,0,1,0
lul lul,0,0,0,1,0
nah,0,0,0,1,0
nahhhhhhhh,0,0,0,1,0
run,0,0,0,1,0
lmaoo,0,0,0,1,0
hell nah,0,0,0,1,0
stop,0,0,0,1,0
id diiiieeeee,0,0,0,1,0
lmaooooo,0,0,0,1,0
lmao,0,0,0,1,0
lul lul,0,0,0,1,0
ewww stopp,0,0,0,1,0
canny,0,0,0,1,0
lmaooooooooooo,0,0,0,1,0
ahahahahahahahbahahhahaha,0,0,0,1,0
lol,0,0,0,1,0
bro i would fight that fuckin ghost,0,0,0,1,0
run,0,0,0,1,0
deadass,0,0,0,1,0
nahhh wtf,0,0,0,1,0
joebartwebelieve joebartheschoking joebartfreddy joebartalvin joebartpumpkinjoe joebartlongneck joebartman,0,0,1,0,0
this whole story started with going to a vinyl store,0,0,1,0,0
thats why i have a baseball bat in my room,0,0,1,0,0
j,0,0,1,0,0
the ghost wants you to dance with him,0,0,1,0,0
naaaahhhhhh,0,0,1,0,0
sigma joe,0,0,1,0,0
mercywing pinkmercy mercywing,0,0,1,0,0
joe has been said times,0,0,1,0,0
voteyea voteyea voteyea,0,0,1,0,0
lul lul lul lul,0,0,0,1,0
was this on your ski trip,0,0,0,1,0
germany,0,0,0,1,0
joe theres something behind u,0,0,0,1,0
was it wind,0,0,0,1,0
jhtrdhgcjytddchgfxfhdtes,0,0,0,1,0
wtf,0,0,0,1,0
l,0,0,0,1,0
the poll is lmao,0,0,0,1,0
ghost,0,0,0,1,0
kappa heyguys lul vohiyo notlikethis biblethump residentsleeper seemsgood wutface,0,0,0,1,0
and when i opened the door there was nobody in there,0,0,0,1,0
im freaked out definitely,0,0,0,1,0
if its aggressive yes but if its chill then no,0,0,0,1,0
yes,0,0,0,1,0
behind you,0,0,0,1,0
youre only a month in so who cares,0,0,0,1,0
no i would think its just the house because its new,0,0,0,1,0
youre only a month in so who cares,0,0,0,1,0
depends how long it lasts and if the ghost is nice,0,0,0,1,0
eh maybe lul,0,0,0,1,0
depends on how the ghost will act,0,0,0,1,0
depends if the ghost is chill or not,0,0,0,1,0
the ghost followed joe home,0,0,0,1,0
youre only a month in so who cares,0,0,0,1,0
depends on the cost of the home,0,0,0,1,0
just let him hop on your christian minecraft server,0,0,0,1,0
joe can you suck my toes,0,0,0,1,0
im chilling with the ghost,0,0,0,1,0
joe you should play ghost of tsushima,0,0,0,1,0
joebartlongneck joebartlongneck,0,1,0,0,0
my moms friend died and we went to a store and the radio was off in the car and when we went back inside the car it was playing her favorite song,0,1,0,0,0
lakyn,0,1,0,0,0
dats crazu,0,1,0,0,0
allahuakbar,0,1,0,0,0
lol,0,1,0,0,0
flex,0,1,0,0,0
imagine it starts at your house,0,1,0,0,0
his ears are red because its an emotional response,0,1,0,0,0
theres a ghost next to bob,0,1,0,0,0
cloakmepls i did it by accident but its already claimed lul,0,0,0,1,0
i saw a ghost messing with my phone and it looked like a little kid squated over plugging it in and it was at the stanley hotel from the shinning,0,0,0,1,0
i dont completely believe in ghost but if they are real my house is haunted it was like in the morning and i was playing val with my brother and i look over to my dog on my bed and shes shaking and staring at the corner of my wall and would focus off of it no matter what i did grabbed my phone off the charger charged go to message my brother about it while im standing in the corner to see if there was a bug or something and i watch my phone drain from to in seconds,0,0,0,1,0
ive seen black figures around my house,0,0,0,1,0
fax,0,0,0,1,0
joe its pm for the country im in right now this is scaring me im home alone,0,0,0,1,0
so sorry joe it was me at the airbnb,0,0,0,1,0
redeem hit bob,0,0,0,1,0
joe u done missed my bits fr,0,0,0,1,0
l joe moment,0,0,0,1,0
joebartalpha joebartheschoking joebartwebelieve,0,0,1,0,0
joes late to finding ghost i guess,0,0,1,0,0
im gtfo,0,0,1,0,0
joebartsquidward joebartsquidward,0,0,1,0,0
no way,0,0,1,0,0
you look like joe burrow,0,0,1,0,0
joe look behind u,0,0,1,0,0
flez,0,0,1,0,0
naw wtf,0,0,1,0,0
my mother passed when i was and for years i would see her standing at the foot of my bed i could sleep in my grandmas room and still see her i stopped seeing her when i was about,0,0,1,0,0
joebartlongneck joebartlongneck joebartlongneck joebartarf joebartarf joebartarf,0,1,0,0,0
ghosts are real,0,1,0,0,0
when i was younger i was sleeping in my bed and i woke up at am and there was this tall black figure looking at me a month later my parents said hey saw it too in the corner in there room on the ceiling aparently someone died in the house,0,1,0,0,0
i want to move into the house where my friend died in hopes she haunts me lmao,0,1,0,0,0
flez,0,1,0,0,0
you look like joe burrow,0,1,0,0,0
me and my sis were home alone and we heard banging but when we went downstairs we didnt hear,0,1,0,0,0
my sisters went to london and they said they saw a ghost of a man at the foot of their bed and when they started freaking out he disappeared cheer cheer cheer,0,1,0,0,0
one i was in my hallway and the fireplace was on when i was walking down the stairs i saw the old owner who died in a fire,0,1,0,0,0
hi joe my dog passed away days ago your vids have been so helpful and distracting me from being sad thank you,0,1,0,0,0
joebartlongneck joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
joe ghosts are a normal thing in my house but its more of different type of energy in the house my gramps believes its his parents but they dont really fuck with anything they just exist,0,1,0,0,0
like years ago my step dad was making food for my brother and they were both home alone in the kitchen and they just hear someone full on sprinting up the stairs so they go up there and my dad gets his gun and nothing was upstairs we think my house was haunted by my dead dad tho we dont think his ghost did bad things he just wanted us to know he was there with us,0,1,0,0,0
my bad for scaring,0,1,0,0,0
start the game,0,1,0,0,0
i like your lava lampp,0,1,0,0,0
joebartman joebartman,0,1,0,0,0
fle,0,1,0,0,0
joe its pm for the country im in right now this is scaring me im home alone,0,1,0,0,0
hit follow then my man said yall ready for fortnite,0,1,0,0,0
joebartbusiness,1,0,0,0,0
joe use a ouija board,1,0,0,0,0
really illegal,1,0,0,0,0
joee i cant find my settings,1,0,0,0,0
when i used to live in my old apartment i think it was haunted cause my family always see a really tall showdown in this one corner and i alway got sleep peralisis there and when i was home alone the i kept hearing weird noises and my sister said she woke up and saw me in there but then went on her phone looked back up and i was still sleeping,1,0,0,0,0
my nana lives in a house where someone died and everytime i go there it feels weird right before i sleep,1,0,0,0,0
about two years ago i kept seeing things out of the corner of my eye i believe in ghosts and i know whenever you see a ghost you arent supposed to acknowledge it but one day i did and literally the next day i kept seeing it glad i dont anymore it was friendly but still,1,0,0,0,0
l,1,0,0,0,0
joe there was a old man who died in my house and he closes my door turns off my lights turns on the tv and makes it cold as shi in our house,1,0,0,0,0
at one of my old houses we had an attic that we never opened but i swear that i heard noises from there and i heard something call my name it got me scared asf bro,1,0,0,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
my friend lives in a house were a baby was murdered by their mother in her closest it was years ago but shes told me she swears shes heard like crying in the middle of the night,1,0,0,0,0
wat,1,0,0,0,0
like years ago my step dad was making food for my brother and they were both home alone in the kitchen and they just hear someone full on sprinting up the stairs so they go up there and my dad gets his gun and nothing was upstairs we think my house was haunted by my dead dad tho we dont think his ghost did bad things he just wanted us to know he was there with us,1,0,0,0,0
love,1,0,0,0,0
l get on fortnite joejoejoejoejoejoejoe,1,0,0,0,0
i saw one at my hotel,1,0,0,0,0
tpfufun,1,0,0,0,0
a few years ago i was in my room standing beside my bed doing something w my back facing my tv tv remote abt steps away then it suddenly went silent i turned around the tv turned off on its own,1,0,0,0,0
commonly found in lights,1,0,0,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
same im freaking out,1,0,0,0,0
hurry,1,0,0,0,0
yesssss,1,0,0,0,0
i need a poo,1,0,0,0,0
lol,1,0,0,0,0
ok,1,0,0,0,0
lemme eat you up,1,0,0,0,0
joebartfeelsbad,1,0,0,0,0
i have stories,1,0,0,0,0
catjam,0,0,0,0,1
wwwww,0,0,0,0,1
turn off the lights,0,0,0,0,1
joebartfeelsbad joebartfeelsbad joebartfeelsbad joebartfeelsbad joebartfeelsbad joebartfeelsbad,0,0,0,0,1
catjam,0,0,0,0,1
bro wtf is this,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
catjam,0,0,0,0,1
coldplay,0,0,0,0,1
joebartsquidward joebartsquidward joebartsquidward joebartsquidward,0,0,0,0,1
catjam,0,0,0,0,1
i was in an airbnb and the guy didnt want us outside past he had a hottub and a pool and no glass drinks outside either and we felt like he was spying on us,0,0,0,0,1
joebartfeelsbad joebartfeelsbad joebartfeelsbad joebartfeelsbad,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
ratjam,0,0,0,0,1
catjam,0,0,0,0,1
uywusndnbdg dyed,0,0,0,0,1
cool,0,0,0,0,1
lebronjam,0,0,0,0,1
ratjam,0,0,0,0,1
i want that phonk,0,0,0,0,1
catjam,0,0,0,0,1
w song,0,0,0,0,1
damn thats insane,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
ratjam,0,0,0,0,1
lebronjam,0,0,0,0,1
continue i have stories,0,0,0,0,1
catjam,0,0,0,0,1
yes,0,0,0,0,1
didkkdkdkddkd,0,0,0,0,1
catjam,0,0,0,0,1
sad music,0,0,0,0,1
ratjam,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
lamaslayer yes,0,0,0,0,1
get on fortnite,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
ratjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
ratjam,0,0,0,0,1
zeussydance zeussydance zeussydance zeussydance,0,0,0,0,1
lebronjam,0,0,0,0,1
catjam,0,0,0,0,1
what the,0,0,0,0,1
w lamp,0,0,0,0,1
whats this music,0,0,0,0,1
lebronjam,0,0,0,0,1
l lamp,0,0,0,0,1
its lamp,0,0,0,0,1
awww i love this so ng,0,0,0,0,1
catjam,0,0,0,0,1
ratjam,0,0,0,0,1
lebronjam,0,0,0,0,1
catjam,0,0,0,0,1
calming,0,0,0,0,1
i llove lamp,0,0,0,0,1
lebronjam,0,0,0,0,1
this song is shit,0,0,0,0,1
catjam,0,0,0,0,1
zeussydance zeussydance zeussydance zeussydance zeussydance zeussydance zeussydance zeussydance,0,0,0,0,1
what the fuck is this song,0,0,0,0,1
vibey,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
lebronjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
ratjam,0,0,0,0,1
lava lampppppp,0,0,0,0,1
lebronjam,0,0,0,0,1
vibe,0,0,0,0,1
w music,0,0,0,0,1
catjam,0,0,0,0,1
ive never seen a ghost either,0,0,0,0,1
lebronjam,0,0,0,0,1
catjam,0,0,0,0,1
song,0,0,0,0,1
catjam catjam catjam catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
coolcat,0,0,0,0,1
balls,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
dogjam,0,0,0,0,1
omg its lagging for meeee,0,0,0,0,1
lebronjam,0,0,0,0,1
wwww sparks by coldplay,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
ratjam,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
lebronjam,0,0,0,0,1
lava lamp stream,0,0,0,0,1
vibe vibe vibe,0,0,0,0,1
get on fortnite,0,0,0,0,1
w coldplay,0,0,0,0,1
catjam,0,0,0,0,1
no one can count,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
ratjam,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
whats the song playing,0,0,0,0,1
catjam,0,0,0,0,1
joebartfeelsbad,0,0,0,0,1
no,0,0,0,0,1
away,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
catjam,0,0,0,0,1
ratjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
pjsalt pjsalt swiftrage dansgame hassaanchop babyrage babyrage panicbasket wholewheat wholewheat panicbasket,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
w song,0,0,0,0,1
ratjam,0,0,0,0,1
lebronjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
lebronjam,0,0,0,0,1
catjam,0,0,0,0,1
whysoserious whysoserious whysoserious whysoserious whysoserious,0,0,0,0,1
lebronjam,0,0,0,0,1
w,0,0,0,0,1
what if we saw something run by,0,0,0,0,1
ratjam,0,0,0,0,1
lebronjam,0,0,0,0,1
zeussydance zeussydance zeussydance zeussydance zeussydance,0,0,0,0,1
catjam,0,0,0,0,1
ratjam,0,0,0,0,1
lavajamm,0,0,0,0,1
w song,0,0,0,0,1
lebronjam,0,0,0,0,1
sad ass music,0,0,0,0,1
catjam,0,0,0,0,1
vibe vibe vibe vibe vibe,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
catjam catjam,0,0,0,0,1
ratjam,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
catjam,0,0,0,0,1
song,0,0,0,0,1
this music ass bro,0,0,0,0,1
lebronjam,0,0,0,0,1
chat if joe asks ill be back soon my wifi is shitting itself,0,0,0,0,1
chat if joe asks ill be back soon my wifi is shitting itself,0,0,0,0,1
he left us,0,0,0,0,1
chat if joe asks ill be back soon my wifi is shitting itself,0,0,0,0,1
chat if joe asks ill be back soon my wifi is shitting itself,0,0,0,0,1
lebronjam,0,0,0,0,1
catjam,0,0,0,0,1
chat if joe asks ill be back soon my wifi is shitting itself,0,0,0,0,1
catjam,0,0,0,0,1
chat if joe asks ill be back soon my wifi is shitting itself,0,0,0,0,1
chat if joe asks ill be back soon my wifi is shitting itself,0,0,0,0,1
ratjam,0,0,0,0,1
chat if joe asks ill be back soon my wifi is shitting itself,0,0,0,0,1
ratjam,0,0,0,0,1
lebronjam,0,0,0,0,1
lebronjam,0,0,0,0,1
w song,0,0,0,0,1
catjam,0,0,0,0,1
this fr a vibe,0,0,0,0,1
lebronjam,0,0,0,0,1
w song,0,0,0,0,1
catjam,0,0,0,0,1
if the paranormal thing shows how up,0,0,0,0,1
lavajamm,0,0,0,0,1
coolcat coolcat coolcat,0,0,0,0,1
catjam,0,0,0,0,1
catjam,0,0,0,0,1
i love this song bro,0,0,0,0,1
this is beautiful,0,0,0,0,1
where did joe go,0,0,0,0,1
zeussyletsgo,0,0,0,0,1
catjam,0,0,0,0,1
how will this affect lebrons legacy,0,0,0,0,1
catjam,0,0,0,0,1
where is the beanie train,0,0,0,0,1
catjam,0,0,0,0,1
times up,0,0,0,0,1
song lowkey making me feel uneasy,0,0,0,0,1
song name,0,0,0,0,1
lebromjahamas,0,0,0,0,1
wtf was that,0,0,0,0,1
some of yall are so behind,0,0,0,0,1
booooooo,0,0,0,0,1
anyone else crying,0,0,0,0,1
catjam,0,0,0,0,1
song got me crying and shi,0,0,0,0,1
when i was younger i used to mess around with ouija boards and explored haunted places about a year ago i went back to one of the haunted places i used to explore with my friend we went and we started calling out to a ghost curiously and like a second later we heard a loud thud from inside the tunnel we both sprinted out and never went back again,0,0,0,0,1
time is up,0,0,0,0,1
w song,0,0,0,0,1
seconds swear,0,0,0,0,1
sad ass song,0,0,0,0,1
lebronjam,0,0,0,0,1
idk what time but,0,0,0,0,1
why is the lava lamp soo big omfg,0,0,0,0,1
catjam,0,0,0,0,1
lebronjam,0,0,0,0,1
lebronjam,0,0,0,0,1
look up madame lalaurie i went to hee building and saw one of the slaves in the window,0,0,0,0,1
did u take a poo,0,0,0,0,1
there was a figure right behind your lava lamp when you went for a piss break,0,0,0,0,1
bluerybluefail bluerybluefail bluerybluefail bluerybluefail,0,0,0,0,1
bro,0,0,0,0,1
joe i am being chased by the irs for tax evasion what do i do,0,0,0,0,1
song nameee,0,0,0,0,1
joebartbusiness,1,0,0,0,0
naaaaaa,1,0,0,0,0
no,1,0,0,0,0
nah hell nawh,1,0,0,0,0
no,1,0,0,0,0
hmmmm,1,0,0,0,0
no,1,0,0,0,0
nahhh,1,0,0,0,0
double hell no,1,0,0,0,0
hell nah,1,0,0,0,0
they dmd me and said they did too i just sent them to cruz lul,0,0,0,1,0
ok,0,0,0,1,0
im vbucks,0,0,0,1,0
cmon top dont tap out,0,0,0,1,0
yo i swear i just saw my dad with no milk in this chat,0,0,0,1,0
ill absolutely let a venom like parasite take over me but aint no way a ghost is doing that,0,0,0,1,0
none,0,0,0,1,0
idk,0,0,0,1,0
are you still gonna play minecraft,0,0,0,1,0
you playing only fortnite,0,0,0,1,0
lul,0,0,0,1,0
humanhades dead,0,0,0,1,0
wsg joe,0,0,0,1,0
no chance bro,0,0,0,1,0
the game is wayyy too loud,0,0,0,1,0
joebartsquidward joebartsquidward joebartsquidward joebartsquidward joebartsquidward joebartsquidward joebartsquidward joebartsquidward joebartsquidward joebartsquidward joebartsquidward joebartsquidward joebartsquidward joebartsquidward joebartsquidward joebartsquidward joebartsquidward joebartsquidward joebartsquidward joebartsquidward,0,0,0,1,0
bart the game is lowkey loud,0,0,0,1,0
top yooooo,0,0,0,1,0
frick you you fricking poopy head,0,0,0,1,0
drink the big bruh,0,0,0,1,0
lul lul lul lul lul lul lul lul lul,0,0,0,1,0
lmaoo,0,0,0,1,0
i watch youtube,0,0,0,1,0
no,0,0,0,1,0
message deleted,0,0,0,1,0
lmaoooooo ahhahah,0,0,0,1,0
no it will show enemys,0,0,0,1,0
its good,0,0,0,1,0
lmaoooo,0,0,0,1,0
joe pls dont win this game ill lose bart bucks,0,0,0,1,0
lul lul,0,0,0,1,0
yes,0,0,0,1,0
its the best perk,0,0,0,1,0
yes,0,0,0,1,0
tombraid,0,0,0,1,0
joe dieeeeeeeeee,0,0,0,1,0
hi joe fisrt time watching the,0,0,0,1,0
when the storm closes it shows where players are,0,0,0,1,0
it does a scan of the area around yoy,0,0,0,1,0
when the storm closes it marks people around u,0,0,0,1,0
